Lastname,Firstname,Gender,Age,City,Province,Country,Your Height,Your Body Weight,Your Shoe Size,How often do you  brush your teeth in a day?,What is the number of times you floss in a week?,How many languages do you speak fluently?,How many musical instruments do you play?,What is the number of years you've been in school?,How much TV do you watch in a day?,How much time do you spend on the internet everyday?,How many apps have you downloaded on your phone?,How much time do you spend on exercising every week?,How many cell phones do you own in a year?,How many game consoles do you own?,How much do you pay for your monthly cellphone bill?,What is your monthly internet bill?,What is your monthly rent?,What is your monthly transportation spending?,How many kids do you have?,Are you vegetarian?,How much money do you spend for lunch?,What's favorite subject in highschool?,How many pets do you currently own?,How many cars do you own?,What kind of phone do you have?,What is your favorite sport?,Coca-Cola or Pepsi?,How many times do you dine at a restaurant every week?
Bancroft,Jothan,M,21,Houston,TX,US,183,85,8.5,2,1,1,1,15,1.5,1.17,43,50,2,0,,,,360,0,No,0,,0,,,,I Don't Care,
Guzman,Zachery,M,24,Houston,TX,US,,89,10.5,2,0,,,20,,,40,80,,1,97,71,1770,360,1,No,15.7,Biology,1,0,,,Pepsi,1
Romero,Kayla,F,21,Houston,TX,US,,,9,2,,3,,15,1,3.83,51,,6,0,75,,1770,360,0,No,0,PhysEd,1,0,,Baseball,Coca Cola,1
Lockett,Kayla,F,22,Houston,TX,US,162,63,7,,1,2,,16,,,55,,10,2,78,72,1770,,,No,13.3,Math,,0,,Basketball,,3
Herndez,Richard,M,23,Houston,TX,US,181,65,11,2,0,1,0,18,,2.83,39,80,5,2,55,,1770,,0,No,,Drama,0,,Android,,,1
Long,Saul,M,29,Houston,TX,US,175,,7.5,,0,4,1,19,2,3.33,56,50,,2,38,,1420,160,1,,,Music,0,1,,Basketball,Pepsi,4
Rojaphong,Lorenzo,M,25,Houston,TX,US,176,,10.5,2,0,1,0,16,1.33,,31,70,5,1,91,62,1770,,0,,,Drama,1,0,,,,
Phillips,Chakotah,F,22,Houston,TX,US,,68,7.5,2,1,1,1,16,1.83,,36,80,1,0,58,,1770,360,0,No,12.4,Music,0,0,,Soccer,I Don't Care,1
Isaac,Kyle,M,27,Houston,TX,US,,,8,2,1,1,1,,1.83,2.5,44,50,2,1,64,51,1770,,,,0,English,0,1,Android,Football,I Don't Care,2
Tearney,Shamika,F,26,Houston,TX,US,,78,6.5,2,0,1,0,17,2,3.67,,80,3,1,53,76,1770,360,0,No,,History,1,0,Android,Basketball,,3
White,Michelle,F,30,Houston,TX,US,169,,8.5,2,2,2,0,13,2.17,2.83,24,0,4,1,47,53,1320,110,,No,0,,1,1,Android,,,1
Broeren,Dominic,M,27,Houston,TX,US,178,,,,,,,17,1.83,2.83,,70,,0,64,71,1770,360,,,0,Visual Arts,1,0,Android,Football,Coca Cola,
Kol,Antonio,M,27,Houston,TX,US,170,93,9.5,2,0,2,,18,,2.83,34,80,3,,63,80,1770,360,,No,12.7,Biology,,1,Android,Football,Coca Cola,3
Vigil,Deeplata,F,23,Houston,TX,US,,70,8,,1,1,0,20,1.5,3.17,,,3,0,75,65,1770,360,0,No,13.5,History,1,0,,Football,I Don't Care,3
Villano,Avery,M,21,Houston,TX,US,175,,9.5,2,3,1,1,15,1.83,,25,60,,1,79,,1770,360,0,No,0,Business,0,0,,,Coca Cola,0
Dang,Gabriel,M,32,Houston,TX,US,176,81,8.5,2,0,2,1,,1.5,2.17,44,,3,,50,,2050,170,,No,0,Drama,1,1,,,I Don't Care,
Gomez,Adrian,M,26,Houston,TX,US,178,71,6.5,2,0,2,,12,1.17,2.67,,0,5,1,75,,1770,,,No,16.2,,0,0,,Soccer,Coca Cola,2
Bhagat,Sherrod,M,23,Houston,TX,US,181,77,8.5,2,1,1,0,15,2.17,2.67,17,,5,,93,59,,,0,Somewhat,0,Business,1,1,,Basketball,I Don't Care,
Pendleton,Justin,M,18,Houston,TX,US,172,88,10,,0,2,2,12,1.33,,39,,3,3,87,70,1770,360,,,,Visual Arts,,,iOS,Basketball,Coca Cola,
Flemons,Janice,F,23,Houston,TX,US,174,62,6.5,2,,,0,17,,2.17,,,3,2,64,50,1770,,0,,,Music,1,0,Android,,Pepsi,4
Ousley,William,M,22,Houston,TX,US,170,74,12,2,1,1,0,16,,2.67,40,70,5,0,,,1770,360,0,,13.1,,0,0,Windows,Soccer,,4
Whittemore,Garam,M,21,Houston,TX,US,,,,,0,4,0,15,,2,25,,,,55,72,,360,0,No,0,,0,,,Football,,3
Bruce,Cody,M,16,Houston,TX,US,178,94,,2,0,1,0,10,1.17,,,0,8,2,58,76,1770,,0,,,,,0,Android,,Coca Cola,2
Sari,Flores,F,25,Houston,TX,US,158,,7.5,2,1,2,,18,1.67,3,51,,,0,,,1770,360,1,No,0,Math,0,1,iOS,Football,Coca Cola,1
Patterson,Mya,F,27,Houston,TX,US,,,6.5,,0,1,,19,1.33,1.5,,60,,,42,62,1770,,1,No,12.7,Visual Arts,,0,,,,
Tan,Oliverto,M,25,Houston,TX,US,,63,,2,0,1,0,14,1.17,2.33,24,0,7,0,59,56,1770,360,1,,0,Physics,,0,Android,,,3
Knoche,Jazmine,F,24,Houston,TX,US,168,59,8.5,,,,1,,,2.33,42,80,2,,73,63,1770,360,1,No,0,Languages,,1,Android,Soccer,Pepsi,
Nguyen,Jalen,M,22,Houston,TX,US,,73,8.5,2,,1,,16,2,2.83,,,6,0,55,77,,360,0,No,,Business,1,0,,Football,Pepsi,1
Carter,Tyler,M,24,Houston,TX,US,182,95,11,2,0,1,0,14,1.83,3.67,43,,4,0,,61,,,0,No,17.6,Drama,0,,,Football,,1
Martinez,Exzinia,F,26,Houston,TX,US,,89,,2,2,2,0,19,1.5,,28,0,,3,77,74,1770,360,1,No,,PhysEd,2,0,Android,Football,Coca Cola,2
Lester,Mckenzie,F,23,Houston,TX,US,162,65,8.5,2,,2,,14,2,,33,,,1,64,73,1770,,0,No,,Biology,0,0,Android,Football,I Don't Care,5
Young,Brandon,M,20,Houston,TX,US,184,70,7,2,1,1,,14,1.17,3.17,,,,0,,69,,360,0,No,,,2,0,,,I Don't Care,
Herndez,Tamarra,F,25,Houston,TX,US,158,72,7,2,,1,1,15,,,22,0,2,0,72,,1770,360,1,,0,Music,3,0,,Soccer,,
Quan,Ricardo,M,23,Houston,TX,US,178,77,10,2,0,1,0,16,1.17,3.33,29,80,7,,,,1770,,,,13.9,Languages,,1,,Football,,2
Howlette,III,F,18,Houston,TX,US,160,,,2,,1,,12,2,1.67,32,50,4,0,41,49,1770,360,0,No,0,Chemistry,,0,Android,,I Don't Care,
Trujillo,Dajah,F,27,Houston,TX,US,163,71,6.5,2,0,2,0,13,,2.5,,50,6,1,,63,1770,360,0,No,0,,0,1,,Football,,2
gao,Jeramie,M,25,Houston,TX,US,179,,10,2,0,,0,12,1.5,2.83,30,60,3,1,69,75,2320,,0,,0,Biology,1,0,,Basketball,,
Haun,Morgan,F,32,Houston,TX,US,179,,8,2,,,,16,2,2.83,,,,1,82,59,,90,2,No,15,English,1,0,,Football,I Don't Care,2
Bell,Shelby,F,27,Houston,TX,US,171,64,8,2,0,1,,,1.83,2.33,,80,,,56,60,1770,,,No,11.5,PhysEd,,1,,Basketball,Coca Cola,
Hadrick,Suzette,F,26,Houston,TX,US,166,,8.5,,0,1,0,13,2.33,1.33,37,0,,1,72,60,1770,360,1,No,11.6,Geography,2,0,,Baseball,Coca Cola,2
Wang,Marcus,M,29,Houston,TX,US,176,,8,2,0,,,16,1.33,2.33,44,0,,1,,,1100,,,No,,Business,,1,iOS,Basketball,Pepsi,
Vela,Ophelia,F,24,Houston,TX,US,159,61,7.5,,2,1,0,12,1.33,3,,120,1,1,56,46,1770,360,0,,11.9,Math,0,,Windows,Football,I Don't Care,
Stowell,Tyray,M,26,Houston,TX,US,172,89,,2,2,1,,,,3,24,0,7,1,86,,1770,,,No,13.1,Computer Science and Technology,,0,,Football,I Don't Care,1
ranjo,Katheryne,F,23,Houston,TX,US,161,,,3,0,1,,13,1.83,3.17,38,,5,0,72,83,1770,360,,No,9.5,PhysEd,,1,,Football,,2
Florez,Melanie,F,22,Houston,TX,US,166,64,8,2,,1,0,16,2,,50,30,7,0,,,1920,,,No,11.6,Visual Arts,0,0,Android,,I Don't Care,0
Thompson,Jane,F,19,Houston,TX,US,167,57,8.5,,2,,0,13,1.5,2.5,36,80,6,0,55,58,,360,,No,4.8,Math,,0,Android,,Coca Cola,1
Rodriguez,Acelynn,F,28,Houston,TX,US,,78,8,2,,3,0,19,1.17,,56,70,4,0,67,,,,0,No,13.1,Biology,0,0,,Soccer,Coca Cola,5
Luebbers,Maura,F,28,Houston,TX,US,168,66,6.5,2,,,0,16,1.67,2.5,60,0,,1,77,,1830,360,1,No,0,,3,1,,Football,Pepsi,
Hudson,Julia,F,27,Houston,TX,US,174,64,,2,0,1,,,1.5,2.67,31,,7,1,,71,1770,,0,No,11.4,Geography,,0,,Baseball,I Don't Care,1
Bui,Bheemase,M,25,Houston,TX,US,174,,9.5,3,0,,2,,1.33,1.67,67,0,7,1,68,47,1770,360,1,,0,Languages,1,0,,Football,I Don't Care,1
Lovell,Patricia,F,20,Houston,TX,US,,61,5.5,2,,1,,14,2,2.83,,100,,1,66,66,,360,0,No,0,Business,1,,Android,,Pepsi,
Ehlers,Jose,M,28,Houston,TX,US,177,87,8.5,,0,,0,12,,2.33,,,4,3,,54,1770,,1,No,13.2,Visual Arts,0,,Android,Soccer,,7
Raigoza,Casia,F,23,Houston,TX,US,162,60,7,2,1,,0,,,3,30,,,1,62,77,1770,360,0,No,,Visual Arts,0,1,Android,Baseball,I Don't Care,2
Skelton,Bren,F,26,Houston,TX,US,178,59,8,2,,1,0,13,2.5,3.67,35,80,,0,57,74,1770,360,0,,11,English,,1,,Baseball,Coca Cola,0
Polson,Sage,M,34,Houston,TX,US,,79,10.5,,1,2,0,14,,,,0,,1,,56,870,190,,No,13.1,Physics,4,,Android,Basketball,Pepsi,4
Pedroza,Tergel,F,28,Houston,TX,US,167,65,9.5,2,0,1,2,19,1.5,,24,90,4,,77,64,1770,360,0,No,0,Geography,1,1,,Football,Coca Cola,4
Sameshima,Jesus,M,25,Houston,TX,US,,,,2,0,1,,14,,,24,70,2,,67,70,1770,,0,,0,,,1,,,Pepsi,
Valles-Corrales,Adrienne,F,25,Houston,TX,US,157,68,8,2,2,1,0,12,1.17,2.33,19,0,6,0,51,71,,360,1,No,10.3,,0,0,Android,Basketball,Coca Cola,0
Antillon,Kira,F,28,Houston,TX,US,170,62,,2,1,1,0,15,1.83,3,53,,3,1,,85,1770,360,1,,18.6,Computer Science and Technology,0,1,Android,Basketball,,0
Bonser,Eeland,M,24,Houston,TX,US,183,67,9,,,3,0,19,1.5,,43,,7,,70,61,,360,1,No,0,Math,1,1,,Basketball,I Don't Care,2
Smith,Kale,F,38,Houston,TX,US,159,55,7.5,2,1,2,0,17,1.5,,54,0,,0,66,89,1280,260,,No,,PhysEd,1,1,,Soccer,I Don't Care,
Castaneda,Chaerin,F,28,Houston,TX,US,,,7.5,2,,2,0,15,,1.83,37,,3,,,63,2000,360,1,No,,Visual Arts,0,0,,Baseball,I Don't Care,4
Mattice,Atit,M,25,Houston,TX,US,182,,10.5,2,0,2,,12,2,3,20,0,5,,,58,,360,1,Somewhat,,Visual Arts,,,,Soccer,Coca Cola,3
Maddux,Mathew,M,25,Houston,TX,US,169,88,10.5,,3,1,0,12,1.17,3,,50,4,0,78,57,,360,0,No,6.1,Biology,,0,,Hockey,,
Manzo-Gutierrez,Marion,F,27,Houston,TX,US,166,82,7.5,2,0,,,13,1.83,1.5,,70,3,1,,77,,360,1,No,16.5,,1,0,Android,Soccer,,3
Fuentes,Shydasha,F,25,Houston,TX,US,164,69,6,2,,2,,13,2,1.83,33,80,2,0,87,61,,360,,No,,PhysEd,1,0,,Basketball,I Don't Care,
Alvarez,Emily,F,23,Houston,TX,US,168,78,7.5,,0,,0,13,2.33,2.33,47,,2,1,71,,1770,,0,,12,,1,0,,Basketball,,3
Archuleta,Tyrone,M,20,Houston,TX,US,180,71,9,,0,2,0,14,2,,17,40,3,1,57,69,1770,,0,No,,,0,0,Android,Soccer,Pepsi,1
Roy,Jacqueline,F,25,Houston,TX,US,,76,8,2,2,,,15,1.33,,22,80,,0,71,71,1770,,0,No,,,1,,,Football,Coca Cola,3
Alarid,Michelle,F,22,Houston,TX,US,166,73,,2,0,2,0,16,1.33,3.33,46,30,2,0,100,,1770,360,,No,11,Biology,0,1,,,Pepsi,2
Frank,Megan,F,27,Houston,TX,US,158,61,7,2,0,1,,14,1.33,,40,0,,,78,,,,,No,13,Drama,1,0,Android,,Pepsi,0
Zilm,Jorge,M,22,Houston,TX,US,178,93,9.5,2,,1,,16,2.17,2.5,40,,3,0,55,83,1770,360,,Somewhat,0,Physics,1,0,Android,,I Don't Care,6
Nguyen,Darrian,M,22,Houston,TX,US,171,91,,2,0,2,,16,0.83,2,37,0,,0,85,57,1770,,0,No,14.1,Visual Arts,,0,Android,Baseball,,1
Bresciani,Michael,M,25,Houston,TX,US,189,82,8,,2,,3,,1.17,2.67,55,70,3,,,72,1780,,1,No,12.9,Biology,0,0,Android,Basketball,Pepsi,
Hoff,Amanda,F,23,Houston,TX,US,171,,7,,,1,0,18,1.67,,21,110,2,0,62,65,,360,0,,0,,0,1,,Soccer,,3
Seedorf,Mayra,F,21,Houston,TX,US,164,74,5.5,2,0,1,,15,1.5,2.33,,50,0,0,68,57,1770,360,0,,0,Physics,,,Android,Basketball,I Don't Care,2
Conover,Tyler,M,21,Houston,TX,US,,84,8.5,,,1,,15,1.83,2.17,,70,,,91,56,1990,360,,No,0,Computer Science and Technology,0,0,Blackberry,Football,Coca Cola,1
Sufi,Elizabeth,F,21,Houston,TX,US,170,62,6.5,2,0,,0,15,1.83,2.83,,60,2,0,60,59,1930,360,,No,0,Languages,0,0,,Hockey,I Don't Care,1
Garfias-Salazar,Jenny,F,26,Houston,TX,US,168,65,9,2,0,1,,20,0.67,1.83,34,0,2,,,57,1770,360,,No,10.8,History,,0,iOS,,I Don't Care,1
Wu,Andrew,M,22,Houston,TX,US,173,,,2,1,1,,16,2,2.5,41,,2,0,66,65,1770,360,0,No,,Geography,,0,,Basketball,I Don't Care,2
Ellerman,Dominic,M,29,Houston,TX,US,169,88,,3,1,1,0,14,,2.33,,,5,0,,74,1490,100,1,No,13,Physics,0,0,,Basketball,,
Aragon-Luby,Kensy,M,27,Houston,TX,US,185,81,,2,0,1,1,12,1.33,3,29,,3,0,71,,1990,,,No,0,Visual Arts,,1,,,,0
Kalpouzos,Kiersten,F,17,Houston,TX,US,,59,8.5,,0,2,1,11,1.33,2.83,36,50,6,3,,63,1770,360,,,0,Geography,1,0,,Basketball,I Don't Care,1
Parthasarathy,Juan,M,23,Houston,TX,US,,86,7.5,2,,1,0,17,1,1.67,26,,4,1,60,66,1770,360,0,No,13.6,,,0,,,Pepsi,
Bohol,Jacob,M,22,Houston,TX,US,,77,7.5,2,,1,0,,1.67,,32,100,2,0,,55,,,0,No,,Geography,0,,,Football,,
Landin,Esther,F,24,Houston,TX,US,177,61,7.5,2,0,1,1,15,2.5,,,110,6,0,57,,1770,360,1,No,11.5,Chemistry,0,,,Football,,1
rang,Jamal,M,25,Houston,TX,US,172,,10.5,2,1,2,0,19,2,,44,,4,1,43,60,1770,360,0,,10.6,History,,1,Android,Soccer,I Don't Care,1
L'Hirondelle,Claudio,M,24,Houston,TX,US,180,,10,2,,2,0,12,,2.67,,80,,2,,,,360,1,,0,Math,0,1,,Soccer,,1
Villescas,Dia,F,21,Houston,TX,US,173,,,4,,1,1,15,,1.67,35,0,3,1,40,68,1770,,0,No,0,History,,0,Android,Football,I Don't Care,0
Huynh,Anthony,M,18,Houston,TX,US,,92,5.5,2,0,1,0,,,2.33,26,80,,0,41,,1770,360,0,Somewhat,0,PhysEd,0,,,,Pepsi,4
Siregar,Kesnick,M,32,Houston,TX,US,162,75,10,2,1,2,,,,1.83,33,0,3,0,,65,,150,2,No,13.1,Math,0,1,,Basketball,,
Yohe-Ironwing,Rylee,M,21,Houston,TX,US,166,73,8.5,,0,,,15,0.83,2.83,,,4,0,,66,1770,360,,,0,Physics,0,0,,,I Don't Care,2
Vongvichith,Mychal,M,29,Houston,TX,US,167,78,10.5,2,1,1,1,13,1.67,2.33,27,70,,0,29,,820,180,,No,14.6,Biology,1,1,,Basketball,,3
Bellino,Austin,M,26,Houston,TX,US,,,10,,1,,1,16,1.83,2,38,,5,,,86,1770,360,1,No,13.8,Math,,1,,Hockey,Pepsi,1
Gefroh,Desiree,F,24,Houston,TX,US,163,,6.5,2,0,2,0,12,,2,29,0,,2,70,,1770,360,1,No,8.1,,,,,Football,I Don't Care,2
Sullivan,Adrian,M,22,Houston,TX,US,,,8.5,3,0,1,0,,2,2.17,37,100,,,81,62,1770,,0,No,13,PhysEd,0,,,,Coca Cola,1
Chavez,Jasmine,F,22,Houston,TX,US,164,68,7.5,,1,,,16,,3,37,90,6,0,50,,,360,,No,0,,2,1,,,,1
Hopper,Seth,M,22,Houston,TX,US,175,72,6.5,,,,,,2.17,2.83,42,0,3,0,,62,1770,360,0,No,,PhysEd,1,1,Android,Hockey,I Don't Care,0
Lascano,Emnet,F,26,Houston,TX,US,,69,,2,0,2,0,19,1.83,2.67,33,,4,2,75,89,1770,360,0,No,,English,,1,,,I Don't Care,0
Chong,Ishan,M,25,Houston,TX,US,,,,2,0,,,20,1.33,3.17,47,70,6,0,,65,1770,,1,No,9.7,,,0,,Football,Pepsi,2
Sosa,Albert,M,19,Houston,TX,US,,,8.5,2,0,2,0,13,1.33,2.5,42,90,5,,65,66,,360,,No,,Drama,0,0,,Baseball,I Don't Care,1
Villers,Dominic,M,19,Houston,TX,US,176,87,9,,0,2,,13,1.33,,,,1,1,82,,1950,,0,No,,,0,0,Android,Baseball,Coca Cola,4
Nelson,Shelby,F,27,Houston,TX,US,168,,9,2,,1,0,,,,,60,,4,69,69,1810,360,1,No,,Geography,1,,iOS,Baseball,Pepsi,4
Her,Jesse,M,19,Houston,TX,US,176,62,,2,,1,,13,0.33,,53,30,,0,,65,1770,360,0,No,0,History,1,0,Android,Football,I Don't Care,4
Williams,talie,F,20,Houston,TX,US,169,59,,2,0,2,0,14,1,2.83,50,100,,0,36,66,,360,,No,0,History,0,0,Android,,I Don't Care,
Arellano,Erin,F,20,Houston,TX,US,,77,7.5,2,1,,0,14,1.33,,,70,4,,62,62,,360,0,No,0,Business,0,0,,Basketball,Pepsi,3
Sangiorgio,Lylia,F,22,Houston,TX,US,167,60,8,2,,,0,16,,,42,0,6,2,66,,2030,,,No,14.2,Math,0,1,iOS,Basketball,I Don't Care,
Swanson,Samantha,F,27,Houston,TX,US,170,,5.5,2,2,,1,15,,3,36,,2,0,,,,360,,No,,English,0,0,Android,,,3
Brown,Cole,M,28,Houston,TX,US,,75,,,,3,,19,1.33,,22,,1,1,85,57,1770,360,0,,10.4,History,1,0,,Football,Coca Cola,
Hosseini,Davaion,M,27,Houston,TX,US,177,79,10.5,2,0,3,,,1.33,2.83,,,3,1,80,73,,360,1,No,13.3,Biology,1,0,Android,Hockey,Coca Cola,2
Behr,Ian,M,17,Houston,TX,US,174,96,5.5,2,1,2,0,11,2.5,,35,,4,0,94,61,1770,,0,No,,Computer Science and Technology,1,0,Android,Football,I Don't Care,1
Pacheco,Lindsay,F,24,Houston,TX,US,166,73,,2,0,1,0,17,,3,,80,5,0,,75,2300,,1,,0,English,0,0,,Football,I Don't Care,
Wing,Zachary,M,28,Houston,TX,US,181,,13,,0,1,1,15,1,2.83,28,0,3,,73,,,360,,No,,Physics,3,,Android,,I Don't Care,4
Morgan,Jasmine,F,23,Houston,TX,US,172,61,8,2,1,2,0,16,1.83,3,24,70,5,1,57,62,1800,360,0,,0,,0,,iOS,Basketball,Pepsi,
Pevler,Sophia,F,20,Houston,TX,US,161,,,,0,1,,14,1.5,,56,110,6,1,69,56,1770,360,0,No,0,Geography,0,,Android,Football,I Don't Care,3
Nichols,Jorge,M,32,Houston,TX,US,178,72,8.5,,0,,0,18,1.83,,42,0,6,0,87,76,1920,,,No,,,0,1,Android,Football,I Don't Care,1
Baldino,Nicholas,M,25,Houston,TX,US,,84,9,2,1,,,,,2.33,44,30,,,31,89,1770,,1,No,,,,0,,,Coca Cola,
Dobbs,Perla,F,21,Houston,TX,US,169,,6.5,,,1,0,15,0.83,2.5,30,80,4,1,74,64,1770,360,0,No,0,Computer Science and Technology,1,,,Baseball,I Don't Care,1
Goodman,Harlen,M,25,Houston,TX,US,168,77,9.5,2,1,2,1,14,1.67,2,,0,,0,,67,1770,360,0,Somewhat,,Chemistry,1,,,Football,I Don't Care,1
Fitzsimmons,Joe,M,21,Houston,TX,US,178,86,9.5,2,0,2,0,15,,3,40,,1,1,56,64,1770,360,0,Strictly,0,Visual Arts,1,,Android,Football,I Don't Care,2
Towne,Teran,M,21,Houston,TX,US,179,80,,2,1,2,,15,1.67,,42,0,,0,86,74,1770,360,,No,0,Geography,0,0,,,I Don't Care,1
Rascon,Kidist,F,20,Houston,TX,US,,74,,,,1,,,1.5,2.83,,90,3,,53,72,1770,360,0,,0,PhysEd,0,,Android,Basketball,I Don't Care,
Quinta,Leah,F,23,Houston,TX,US,161,76,9,,0,1,0,,1.83,2.17,38,60,,0,43,76,,360,,No,0,History,1,,,Soccer,Pepsi,1
Delarosa,Jasmine,F,23,Houston,TX,US,,72,9.5,2,0,1,0,,1.83,2.33,42,,5,,78,37,1770,360,0,,15.8,History,,,Android,Football,Coca Cola,2
Arellano,Yuzuki,M,26,Houston,TX,US,172,,7.5,2,1,,1,,1.67,3.33,32,0,4,3,55,66,1770,360,0,,,Computer Science and Technology,,,Android,Football,,1
Ruth,Christopher,M,26,Houston,TX,US,177,80,8,2,3,,0,15,2.33,2.67,,0,,0,61,74,,360,,,,Business,0,1,,Soccer,Coca Cola,2
Ceron,Victoria,F,25,Houston,TX,US,165,,,2,0,1,0,,1.5,,42,110,5,0,42,68,1770,360,0,,9.4,Visual Arts,1,1,,,I Don't Care,3
Haycock,Demetrius,M,22,Houston,TX,US,172,,8,2,1,1,0,16,1,2.5,17,70,6,0,66,67,,,0,No,0,Music,,,Android,,,
Aviado,II,M,25,Houston,TX,US,,66,7.5,2,0,,0,,1.67,2.83,36,0,4,0,53,69,1770,360,,No,,History,,0,Android,Football,I Don't Care,4
Escamilla,Khulan,F,33,Houston,TX,US,,68,6,2,0,,,,2.17,2.17,23,100,3,1,53,74,1380,170,,Somewhat,0,,3,,Android,Football,I Don't Care,3
Montanez,Kailey,F,21,Houston,TX,US,,71,8.5,,,1,0,,1.33,,36,80,9,3,,,1770,,0,,0,,2,0,,Soccer,Pepsi,
Esquivel,Shamel,M,21,Houston,TX,US,,82,,2,1,1,0,,1.83,1.83,27,0,5,0,39,,1770,360,,No,0,Math,1,0,iOS,,Coca Cola,3
Inthavong,Mark,M,21,Houston,TX,US,161,70,9.5,,0,3,0,15,1.17,2.5,44,100,,1,70,68,,,0,No,0,,0,0,iOS,Basketball,,1
Lim,Lavelle,M,23,Houston,TX,US,173,69,8.5,2,,2,0,17,2,,20,70,3,,56,64,1770,360,0,No,0,Math,,,,Football,I Don't Care,1
Whitehorse,Tyler,M,24,Houston,TX,US,166,,10,2,,1,0,19,1.5,2.5,39,,5,0,,73,1770,360,1,No,16.7,,0,0,iOS,Football,I Don't Care,3
Kawabata,Cristian,M,27,Houston,TX,US,,69,,,0,1,1,16,,,48,80,3,1,,61,1770,,1,No,9,Geography,1,1,iOS,Football,I Don't Care,3
Soto,Elijah,M,24,Houston,TX,US,174,,8,2,,,,18,,2.67,26,0,4,0,,67,,360,,No,11.3,Computer Science and Technology,1,,,Football,Pepsi,2
Porterfield,Ashley,F,21,Houston,TX,US,,68,6,2,,2,1,15,1.33,2.5,40,80,4,,,68,1770,360,0,No,0,Drama,,,,Football,I Don't Care,2
Copeland,Pari,F,22,Houston,TX,US,160,71,8,3,1,1,,16,2.33,,31,0,5,0,75,71,1770,360,0,No,11.1,Physics,2,0,Android,,,0
Eltagonde,Wesley,M,18,Houston,TX,US,173,57,12,2,1,2,,,2.33,2.67,37,0,4,0,64,65,,360,0,Somewhat,,English,1,0,,Football,Coca Cola,1
Denny,Daniel,M,33,Houston,TX,US,,82,,2,2,1,,13,1.83,,22,70,7,,,64,1280,170,,No,0,Languages,0,1,Android,Basketball,,4
Bittenbinder,Erica,F,25,Houston,TX,US,172,,,2,1,1,0,,,3.5,27,90,3,0,47,,1770,360,1,No,,English,1,,Android,Soccer,I Don't Care,2
Brown,Brittany,F,27,Houston,TX,US,,50,8,2,,1,,20,2.17,,,,2,2,,59,1770,360,0,No,,Visual Arts,2,1,,Soccer,Pepsi,2
Quinta,Lorenza,F,29,Houston,TX,US,155,,8.5,2,0,1,,16,1.33,2.67,28,,,1,108,,1170,180,0,Somewhat,15.7,,1,,,,I Don't Care,3
Zheng,Robert,M,20,Houston,TX,US,,,,2,,,,14,2,,,80,,3,,60,1770,360,0,No,0,Drama,,0,Android,Soccer,I Don't Care,2
Popoca,Alcala,F,22,Houston,TX,US,167,62,6,2,3,2,1,16,1.5,2,32,90,8,0,57,56,,360,0,No,12.7,Geography,0,,Android,Baseball,I Don't Care,3
Ryan,Quinti,F,21,Houston,TX,US,,62,6.5,2,0,,0,15,,,,90,5,2,,62,1770,360,0,No,0,History,0,0,iOS,Soccer,,
Smith,Jaime,F,30,Houston,TX,US,164,,6,,,1,0,14,1.83,1.67,36,,3,0,94,57,1220,,1,No,,Music,1,1,Android,Football,,
Garcia,Karlie,F,25,Houston,TX,US,,,8.5,2,,3,0,12,,,,,3,0,63,79,2110,,0,,12.5,Music,1,1,,Baseball,Coca Cola,
Leva,Julia,F,27,Houston,TX,US,167,,8,4,0,3,0,19,2.67,3.17,,40,2,0,48,71,1770,360,1,No,0,Computer Science and Technology,1,0,,Baseball,Coca Cola,2
Rodriguez,Tailor,F,24,Houston,TX,US,164,62,,2,0,3,0,,2.33,2.83,45,70,6,1,77,,1770,360,,No,,History,,1,Android,Basketball,Coca Cola,
Zaman,Darrel,M,30,Houston,TX,US,,84,7.5,2,0,3,0,,,2.33,45,50,4,2,82,54,1180,170,,,13.6,,,,,Football,I Don't Care,3
Sotelo,Valencia,F,35,Houston,TX,US,176,,7.5,,,,,,0.67,2.33,34,80,,1,80,60,790,,,No,0,Biology,0,0,Android,Football,Pepsi,
Briceno,Rhema,F,20,Houston,TX,US,168,63,7,,,2,0,14,,,45,90,1,0,82,55,1770,360,0,,0,Music,,,Android,Soccer,I Don't Care,2
Tsui,Corey,M,23,Houston,TX,US,178,77,9.5,,0,2,0,18,1.5,2,30,,3,,40,59,1770,,0,No,0,Computer Science and Technology,1,0,,Basketball,I Don't Care,4
Zedicher,Caitlin,F,20,Houston,TX,US,172,56,,2,0,1,,14,,2.5,,,7,0,81,74,1770,,0,,0,,0,,,Basketball,,1
Duncan,than,M,27,Houston,TX,US,180,80,8.5,,1,,,13,2.33,,42,50,3,0,48,,1770,,,No,10.5,Drama,,0,,Basketball,I Don't Care,
Villanueva,Joshua,M,27,Houston,TX,US,183,91,9.5,2,1,,0,16,2.5,3,16,,1,1,59,67,2170,460,,,,Math,2,0,Android,Football,I Don't Care,
Vijayasarathy,Shawn,M,24,Houston,TX,US,172,,7.5,2,,,1,18,2.33,2.5,37,,7,,29,,1770,360,,,10.2,Biology,0,1,,Football,Pepsi,3
Angeles,Robert,M,25,Houston,TX,US,181,75,10,2,1,3,0,,1.67,1.5,33,100,8,,67,68,1770,360,0,Somewhat,13.3,Math,3,,iOS,Football,I Don't Care,
Fuerte,Sanchez,F,22,Houston,TX,US,168,62,9,,,1,0,16,,,34,90,5,,56,59,1770,,0,,,Music,1,0,,,Pepsi,0
